imsi_prefix,date,Incoming data,Records count 
23106-Telefonica o2-SVKO2,23-05-2018,405,99                                     
23201-Mobilkom Austria-AUTPT,23-05-2018,62096,8981                              
23203-T-Mobile Austria-AUTMM,23-05-2018,168655,749696                           
23205-Connect -AUTCA,23-05-2018,1136,710                                        
23207-Tele Ring Telekom -AUTTR,23-05-2018,36740,4569                            
23403-Airtel-GBRAJ,23-05-2018,804,180                                           
23418-Cloud 9-GBRC9,23-05-2018,37,149                                           
23450-Jersey Telecoms -GBRJT,23-05-2018,28173,258094                            
23455-Guernsey Telecom-GBRGT,23-05-2018,2684,2397                               
23458-Manx Telecom-GBRMT,23-05-2018,12420,227647                                
23801-Tele Danmark Mobil-DNKTD,23-05-2018,133750,11561                          
23802-Sonofon -DNKDM,23-05-2018,191248,287074                                   
23806-Hi3G - Denmark-DNKHU,23-05-2018,1417,183                                  
23820-Telia Mobile (Denmark)-DNKIA,23-05-2018,308648,15537                      
24001-Telia Mobitel (Sweden)-SWETR,23-05-2018,601600,39264                      
24002-HI 3G-SWEHU,23-05-2018,181,74                                             
24007-Tele2 AB-SWEIQ,23-05-2018,329823,138751                                   
24008-Vodafone Sweden-SWEEP,23-05-2018,219150,359755                            
24010-Tele2-SWESM,23-05-2018,18,6                                               
24042-Sweden Telenor-SWECN,23-05-2018,3013,108043                               
24201-Telenor Mobil -NORTM,23-05-2018,800345,130562                             
24202-NetCom-NORNC,23-05-2018,354149,33528                                      
24205-Telia Norge Norway-NORNN,23-05-2018,62210,16790                           
24405-Radiolinja Finland-FINRL,23-05-2018,4207,656                              
24412-Finnish 2G-FIN2G,23-05-2018,10201,14572                                   
24421-Elisa (2nd code)-FINES,23-05-2018,1371,29                                 
24491-Sonera Corporation-FINTF,23-05-2018,246411,12778                          
24601-Omnitel Lithuania-LTUOM,23-05-2018,67867,6929                             
24602-Bite GSM-LTUMT,23-05-2018,18,10                                           
24603-Tele2-LTU03,23-05-2018,97634,13383                                        
24701-Latvian Mobile Telephone-LVALM,23-05-2018,84504,13809                     
24702-Baltcom GSM -LVABC,23-05-2018,47053,6053                                  
24801-Estonian Mob Tel-ESTEM,23-05-2018,56038,4204                              
24802-Radiolinja Estonia-ESTRE,23-05-2018,1920,148                              
24803-Estonia Ritabell (Tele2)-ESTRB,23-05-2018,21664,19240                     
25001-MTS-RUS01,23-05-2018,15587,1829                                           
25002-MegaFon -RUSNW,23-05-2018,13400,1293                                      
25099-VimpelCom-RUSBD,23-05-2018,27779,16347                                    
25501-Ukraine Mobile Communications-UKRUM,23-05-2018,2,2                        
25503-Kyvistar GSM-UKRKS,23-05-2018,5452,2269                                   
25506-Astelit LLC-UKRAS,23-05-2018,802,216                                      
25901-Voxtel-MDAVX,23-05-2018,336,17                                            
26001-Polkomtel -POLKM,23-05-2018,292403,21714                                  
26002-Era -POL02,23-05-2018,468358,38887                                        
26003-PTK Centeltel -POL03,23-05-2018,753305,78218                              
26006-P4 - 3G Poland-POLP4,23-05-2018,61,917                                    
26201-T-Mobile Germany-DEUD1,23-05-2018,2291314,1111805                         
26202-Vodafone Germany-DEUD2,23-05-2018,22505,6379                              
26203-Eplus -DEUE1,23-05-2018,18578,9939                                        
26207-O2 Germany-DEUE2,23-05-2018,72138,21025                                   
26601-Gibtel Telecommunications -GIBGT,23-05-2018,5215,378                      
26801-Vodafone Portugal-PRTTL,23-05-2018,3359,829                               
26803-Optimus -PRTOP,23-05-2018,135966,7964                                     
26806-TMN-PRTTM,23-05-2018,88570,10991                                          
27001-Luxembourg P&T-LUXPT,23-05-2018,93716,51354                               
27077-Tango -LUXTG,23-05-2018,6749,669                                          
27099-VOX Mobile - Luxembourg-LUXVM,23-05-2018,30290,5419                       
27201-Vodafone Ireland-IRLEC,23-05-2018,5872,30060                              
27202-O2 Ireland-IRLDF,23-05-2018,18567,125937                                  
27203-Meteor-IRLME,23-05-2018,723319,42531                                      
27205-Hutchinson 3G - Ireland-IRLH3,23-05-2018,3,13                             
27401-Landssimi Islands -ISLPS,23-05-2018,1108,216                              
27402-TAL -ISLTL,23-05-2018,1396,2121                                           
27411-Nova Iceland-ISLK9,23-05-2018,9840,888                                    
27411-Nova Efh-ISLNO,23-05-2018,9840,888                                        
27601-AMC (Albanian Mobile) -ALBAM,23-05-2018,157,221                           
27602-Vodafone Albania-ALBVF,23-05-2018,0,1                                     
27801-Vodafone Malta-MLTTL,23-05-2018,337,570                                   
27821-Go Mobile -MLTGO,23-05-2018,5257,981                                      
28001-Cyprus Telecommunications Author-CYPCT,23-05-2018,315,115                 
28010-Scancom (Cyprus)-CYPSC,23-05-2018,14164,2337                              
28020-CYPRUS Primtel-CYPPT,23-05-2018,8,8                                       
28310-Orange-ARMOR,23-05-2018,289,35                                            
28401-MobiTel AD Bulgaria-BGR01,23-05-2018,1229,273                             
28403-Bulgarian Telecom -  Bulgaria-BGRVA,23-05-2018,37672,4196                 
28405-Globul - Cosmo Bulgaria -BGRCM,23-05-2018,332183,21429                    
28601-Turkcell-TURTC,23-05-2018,151140,8534                                     
28603-IS TIM-TURIS,23-05-2018,17179,1081                                        
28604-Aycell - Turkey-TURAC,23-05-2018,0,1                                      
29340-SI-Mobil-SVNSM,23-05-2018,2383,184                                        
29341-Mobitel Slovenia-SVNMT,23-05-2018,7489,595                                
29364-T-2 d.o.o. Slovenia-SVNFT,23-05-2018,375,35                               
29401-Makedonski Telekomunikacii-MKDMM,23-05-2018,18,24                         
29505-Mobilkom-LIEMK,23-05-2018,1252,2321                                       
29701-Telenor Montenegro-MNEPM,23-05-2018,23,11                                 
29702-T-Mobile Montenegro-MNETM,23-05-2018,411,116                              
30222-Telus Canada-CANTS,23-05-2018,73128,11805                                 
30237-Microcell (Fido)-CANMC,23-05-2018,2685,1476                               
30261-Bell Mobility-CANBM,23-05-2018,56162,9230                                 
30272-Rogers Wireless -CANRW,23-05-2018,31855,9012                              
31017-Cingular (Pacific Bell Services)-USAPB,23-05-2018,5978,21120              
31026-T-Mobile- USAW6-USAW6,23-05-2018,1073863,207199                           
31041-Cingular (Genesis)-USACG,23-05-2018,1631543,211380                        
31148-Verizon-USAVZ,23-05-2018,6,4                                              
33402-Radiomovil-MEXTL,23-05-2018,1769,1582                                     
33403-Mexico - Telefonica-MEXMS,23-05-2018,76,1                                 
33405-Iusacell Mexico-MEXIU,23-05-2018,70,59                                    
33805-Digicel Barbados Barbados-BRBDC,23-05-2018,413,153                        
33805-Digicel Mossel-JAMDC,23-05-2018,413,153                                   
33818-C&W/Jamaica-JAMCW,23-05-2018,0,25                                         
34001-Orange Caraïbe (FWI)-GLP01,23-05-2018,2508,189                            
34020-FWI Bouygues Telecom-FRAF4,23-05-2018,406,36                              
34260-C&W/Barbados-BRBCW,23-05-2018,0,5                                         
34492-Antigua C&W-ATGCW,23-05-2018,5,6                                          
34614-C&W/Cayman-CYMCW,23-05-2018,8,27                                          
34817-Cable Wireless-VGBCW,23-05-2018,0,2                                       
35000-Bermuda Digital-BMUBD,23-05-2018,16,8                                     
35211-Grenada-GRDCW,23-05-2018,0,2                                              
35486-Montserrat C & W-MSRCW,23-05-2018,1,1                                     
35811-ST Lucia-LCACW,23-05-2018,0,2                                             
36439-BTC-BHSBH,23-05-2018,0,4                                                  
36584-Anguillia C&W-AIACW,23-05-2018,1,4                                        
36611-Dominica - C & W-DMACW,23-05-2018,0,1                                     
37001-Orange Dominican Republic-DOM01,23-05-2018,0,2                            
37413-Digicel Trinidad-TTODL,23-05-2018,2,19                                    
37635-Turks & Calcos - C & W-TCACW,23-05-2018,13,23                             
40001-Azercell Telecom-AZEAC,23-05-2018,47,56                                   
40101-Kar-tel -KAZKT,23-05-2018,30,17                                           
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,23-05-2018,4580,1181               
40403-Airtel Bharti [Himachal Pradesh]-INDBL,23-05-2018,108,16                  
40404-Idea Cellular Delhi-INDID,23-05-2018,5,36                                 
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,23-05-2018,3647,241                
40407-Idea Cellular [Andhra Pradesh] I-IND07,23-05-2018,159,23                  
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,23-05-2018,45297,4888              
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,23-05-2018,2109,412                
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,23-05-2018,57,16                   
40416-Bharti Hexacom North East  India-IND16,23-05-2018,8,5                     
40419-Escotel [Kerala] INDEK - 40419-INDEK,23-05-2018,0,1                       
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,23-05-2018,12477,1512              
40422-Idea Cellular [Maharashtra] INDB-INDBO,23-05-2018,603,97                  
40424-Idea Cellular [Gujarat] INDBI - -INDBI,23-05-2018,69,16                   
